Subject,Scenario,Channel,Band,Best K,Accuracy
2,Single Channel & Band,C,Theta,6,0.625
2,Single Channel & Band,C,Alpha,10,0.8888888888888888
2,Single Channel & Band,C,Beta,9,0.5138888888888888
2,Single Channel & Band,C,Gamma,9,0.625
2,Single Channel & Band,C,Delta,4,0.4722222222222222
2,Single Channel & Band,C,Theta,1,0.4444444444444444
2,Single Channel & Band,C,Alpha,5,0.8611111111111112
2,Single Channel & Band,C,Beta,3,0.5972222222222222
2,Single Channel & Band,C,Gamma,7,0.5138888888888888
2,Single Channel & Band,P,Delta,6,0.4583333333333333
2,Single Channel & Band,P,Theta,9,0.5972222222222222
2,Single Channel & Band,P,Alpha,3,0.9722222222222222
2,Single Channel & Band,P,Beta,1,0.5694444444444444
2,Single Channel & Band,P,Gamma,1,0.6111111111111112
2,"Single Channel, All Bands",F,All,1,0.6527777777777778
2,"Single Channel, All Bands",F,All,1,0.7222222222222222
2,"Single Channel, All Bands",F,All,1,0.5694444444444444
2,"Single Channel, All Bands",C,All,1,0.6805555555555556
2,"Single Channel, All Bands",C,All,9,0.8611111111111112
2,"Single Channel, All Bands",C,All,1,0.5416666666666666
2,"Single Channel, All Bands",P,All,1,0.9305555555555556
2,"Single Band, All Channels",All,Delta,2,0.4722222222222222
2,"Single Band, All Channels",All,Theta,3,0.7083333333333334
2,"Single Band, All Channels",All,Alpha,7,0.9722222222222222
2,"Single Band, All Channels",All,Beta,1,0.8333333333333334
2,"Single Band, All Channels",All,Gamma,7,0.8333333333333334
2,All Channels & All Bands,All,All,1,0.5
3,Single Channel & Band,F,Delta,8,0.8333333333333334
3,Single Channel & Band,F,Theta,6,0.8333333333333334
3,Single Channel & Band,F,Alpha,2,0.5694444444444444
3,Single Channel & Band,F,Beta,5,0.5972222222222222
3,Single Channel & Band,F,Gamma,8,0.5138888888888888
3,Single Channel & Band,F,Delta,8,0.7777777777777778
3,Single Channel & Band,F,Theta,1,0.5277777777777778
3,Single Channel & Band,F,Alpha,2,0.3888888888888889
3,Single Channel & Band,F,Beta,2,0.375
3,Single Channel & Band,F,Gamma,8,0.6805555555555556
3,Single Channel & Band,F,Delta,2,0.7361111111111112
3,Single Channel & Band,F,Theta,4,0.875
3,Single Channel & Band,F,Alpha,1,0.5833333333333334
3,Single Channel & Band,F,Beta,9,0.5
3,Single Channel & Band,F,Gamma,7,0.5416666666666666
3,Single Channel & Band,C,Delta,10,0.8888888888888888
3,Single Channel & Band,C,Theta,2,0.9583333333333334
3,Single Channel & Band,C,Alpha,5,0.5694444444444444
3,Single Channel & Band,C,Beta,2,0.5277777777777778
3,Single Channel & Band,C,Gamma,4,0.5694444444444444
3,Single Channel & Band,C,Delta,4,0.8611111111111112
3,Single Channel & Band,C,Theta,4,0.9444444444444444
3,Single Channel & Band,C,Alpha,6,0.3888888888888889
3,Single Channel & Band,C,Beta,3,0.6666666666666666
3,Single Channel & Band,C,Gamma,2,0.6944444444444444
3,Single Channel & Band,C,Delta,9,0.6527777777777778
3,Single Channel & Band,C,Theta,1,0.4861111111111111
3,Single Channel & Band,C,Alpha,8,0.5972222222222222
3,Single Channel & Band,C,Beta,2,0.5138888888888888
3,Single Channel & Band,C,Gamma,5,0.5694444444444444
3,Single Channel & Band,P,Delta,9,0.8055555555555556
3,Single Channel & Band,P,Theta,8,0.9027777777777778
3,Single Channel & Band,P,Alpha,6,0.6944444444444444
3,Single Channel & Band,P,Beta,8,0.5972222222222222
3,Single Channel & Band,P,Gamma,3,0.6111111111111112
3,"Single Channel, All Bands",F,All,2,0.9027777777777778
3,"Single Channel, All Bands",F,All,5,0.7777777777777778
3,"Single Channel, All Bands",F,All,3,0.9583333333333334
3,"Single Channel, All Bands",C,All,4,1.0
3,"Single Channel, All Bands",C,All,5,0.9305555555555556
3,"Single Channel, All Bands",C,All,1,0.7083333333333334
3,"Single Channel, All Bands",P,All,7,0.9583333333333334
3,"Single Band, All Channels",All,Delta,4,0.9166666666666666
3,"Single Band, All Channels",All,Theta,6,0.9444444444444444
3,"Single Band, All Channels",All,Alpha,3,0.8611111111111112
3,"Single Band, All Channels",All,Beta,8,0.5277777777777778
3,"Single Band, All Channels",All,Gamma,4,0.4861111111111111
3,All Channels & All Bands,All,All,7,0.9027777777777778
4,Single Channel & Band,F,Delta,3,0.6307692307692307
4,Single Channel & Band,F,Theta,1,0.5384615384615384
4,Single Channel & Band,F,Alpha,7,0.8153846153846154
4,Single Channel & Band,F,Beta,5,0.6
4,Single Channel & Band,F,Gamma,2,0.5384615384615384
4,Single Channel & Band,F,Delta,5,0.676923076923077
4,Single Channel & Band,F,Theta,3,0.8461538461538461
4,Single Channel & Band,F,Alpha,5,0.9076923076923077
4,Single Channel & Band,F,Beta,10,0.7692307692307693
4,Single Channel & Band,F,Gamma,6,0.6153846153846154
4,Single Channel & Band,F,Delta,8,0.5384615384615384
4,Single Channel & Band,F,Theta,9,0.6
4,Single Channel & Band,F,Alpha,3,0.6923076923076923
4,Single Channel & Band,F,Beta,7,0.6615384615384615
4,Single Channel & Band,F,Gamma,9,0.6615384615384615
4,Single Channel & Band,C,Delta,9,0.6461538461538462
4,Single Channel & Band,C,Theta,5,0.6153846153846154
4,Single Channel & Band,C,Alpha,10,0.5846153846153846
4,Single Channel & Band,C,Beta,3,0.49230769230769234
4,Single Channel & Band,C,Gamma,6,0.5076923076923077
4,Single Channel & Band,C,Delta,2,0.7846153846153846
4,Single Channel & Band,C,Theta,2,0.5384615384615384
4,Single Channel & Band,C,Alpha,1,0.6
4,Single Channel & Band,C,Beta,8,0.5538461538461539
4,Single Channel & Band,C,Gamma,2,0.5384615384615384
4,Single Channel & Band,C,Delta,2,0.5846153846153846
4,Single Channel & Band,C,Theta,6,0.5692307692307692
4,Single Channel & Band,C,Alpha,1,0.5692307692307692
4,Single Channel & Band,C,Beta,3,0.5692307692307692
4,Single Channel & Band,C,Gamma,4,0.5846153846153846
4,Single Channel & Band,P,Delta,4,0.7230769230769231
4,Single Channel & Band,P,Theta,2,0.6615384615384615
4,Single Channel & Band,P,Alpha,9,0.6307692307692307
4,Single Channel & Band,P,Beta,3,0.46153846153846156
4,Single Channel & Band,P,Gamma,8,0.5076923076923077
4,"Single Channel, All Bands",F,All,3,0.6923076923076923
4,"Single Channel, All Bands",F,All,3,0.8461538461538461
4,"Single Channel, All Bands",F,All,6,0.6
4,"Single Channel, All Bands",C,All,5,0.6461538461538462
4,"Single Channel, All Bands",C,All,9,0.8461538461538461
4,"Single Channel, All Bands",C,All,2,0.5230769230769231
4,"Single Channel, All Bands",P,All,1,0.7230769230769231
4,"Single Band, All Channels",All,Delta,7,0.7384615384615385
4,"Single Band, All Channels",All,Theta,1,0.6461538461538462
4,"Single Band, All Channels",All,Alpha,3,0.6153846153846154
4,"Single Band, All Channels",All,Beta,2,0.5384615384615384
4,"Single Band, All Channels",All,Gamma,1,0.5692307692307692
4,All Channels & All Bands,All,All,7,0.7076923076923077
5,Single Channel & Band,F,Delta,8,0.5833333333333334
5,Single Channel & Band,F,Theta,9,0.5138888888888888
5,Single Channel & Band,F,Alpha,2,0.4444444444444444
5,Single Channel & Band,F,Beta,1,0.4583333333333333
5,Single Channel & Band,F,Gamma,3,0.5138888888888888
5,Single Channel & Band,F,Delta,3,0.5833333333333334
5,Single Channel & Band,F,Theta,7,0.6805555555555556
5,Single Channel & Band,F,Alpha,9,0.4861111111111111
5,Single Channel & Band,F,Beta,2,0.375
5,Single Channel & Band,F,Gamma,2,0.3888888888888889
5,Single Channel & Band,F,Delta,8,0.6111111111111112
5,Single Channel & Band,F,Theta,1,0.5833333333333334
5,Single Channel & Band,F,Alpha,1,0.4444444444444444
5,Single Channel & Band,F,Beta,3,0.5972222222222222
5,Single Channel & Band,F,Gamma,1,0.6944444444444444
5,Single Channel & Band,C,Delta,1,0.5833333333333334
5,Single Channel & Band,C,Theta,2,0.5138888888888888
5,Single Channel & Band,C,Alpha,6,0.5972222222222222
5,Single Channel & Band,C,Beta,5,0.5416666666666666
5,Single Channel & Band,C,Gamma,6,0.6527777777777778
5,Single Channel & Band,C,Delta,5,0.8055555555555556
5,Single Channel & Band,C,Theta,2,0.5555555555555556
5,Single Channel & Band,C,Alpha,4,0.5555555555555556
5,Single Channel & Band,C,Beta,2,0.5138888888888888
5,Single Channel & Band,C,Gamma,3,0.7361111111111112
5,Single Channel & Band,C,Delta,7,0.6111111111111112
5,Single Channel & Band,C,Theta,8,0.4722222222222222
5,Single Channel & Band,C,Alpha,7,0.5138888888888888
5,Single Channel & Band,C,Beta,1,0.5555555555555556
5,Single Channel & Band,C,Gamma,9,0.8055555555555556
5,Single Channel & Band,P,Delta,2,0.6527777777777778
5,Single Channel & Band,P,Theta,1,0.5416666666666666
5,Single Channel & Band,P,Alpha,10,0.6111111111111112
5,Single Channel & Band,P,Beta,3,0.5972222222222222
5,Single Channel & Band,P,Gamma,2,0.4444444444444444
5,"Single Channel, All Bands",F,All,7,0.5833333333333334
5,"Single Channel, All Bands",F,All,10,0.5277777777777778
5,"Single Channel, All Bands",F,All,10,0.6527777777777778
5,"Single Channel, All Bands",C,All,1,0.7222222222222222
5,"Single Channel, All Bands",C,All,8,0.8888888888888888
5,"Single Channel, All Bands",C,All,5,0.6111111111111112
5,"Single Channel, All Bands",P,All,4,0.7361111111111112
5,"Single Band, All Channels",All,Delta,2,0.7638888888888888
5,"Single Band, All Channels",All,Theta,1,0.6527777777777778
5,"Single Band, All Channels",All,Alpha,5,0.5555555555555556
5,"Single Band, All Channels",All,Beta,2,0.6527777777777778
5,"Single Band, All Channels",All,Gamma,2,0.6944444444444444
5,All Channels & All Bands,All,All,2,0.7638888888888888
